ProductID,StoreID,ReportDate,SalesCumulativeSum
176140179,4140335,2021-05-15,44.0
176140179,4140335,2021-05-16,44.0
176140179,4140335,2021-05-17,44.0
176140179,4140335,2021-05-18,44.0
176146260,4140335,2021-04-23,70.0
176146260,4140335,2021-04-24,70.0
176146260,4140335,2021-04-25,70.0
176146260,4140335,2021-04-26,70.0
176146260,4140335,2021-04-27,70.0
176146260,4140335,2021-04-28,70.0
176146260,4140335,2021-04-29,70.0
176146260,4140335,2021-05-01,111.0
176146260,4140335,2021-05-03,111.0
176146260,4140335,2021-05-04,110.0
176146260,4140335,2021-05-05,110.0
176146260,4140335,2021-05-06,103.0
176146260,4140335,2021-05-08,96.0
176146260,4140335,2021-05-09,96.0
176146260,4140335,2021-05-10,70.0
176146260,4140335,2021-05-11,70.0
176146260,4140335,2021-05-13,70.0
176146260,4140335,2021-05-14,70.0
176146260,4140335,2021-05-15,70.0
176146260,4140335,2021-05-16,70.0
176146260,4140335,2021-05-17,70.0
176146260,4140335,2021-05-18,70.0
176181619,4140335,2021-04-23,5.0
176181619,4140335,2021-04-25,5.0
176181619,4140335,2021-04-26,5.0
176181619,4140335,2021-04-27,5.0
176181619,4140335,2021-04-28,5.0
176181619,4140335,2021-04-29,5.0
176181619,4140335,2021-05-01,6.0
176181619,4140335,2021-05-03,8.0
176181619,4140335,2021-05-04,9.0
176181619,4140335,2021-05-05,10.0
176181619,4140335,2021-05-06,10.0
176181619,4140335,2021-05-08,8.0
176181619,4140335,2021-05-09,6.0
176181619,4140335,2021-05-10,5.0
176181619,4140335,2021-05-11,5.0
176181619,4140335,2021-05-13,5.0
176181619,4140335,2021-05-14,5.0
176181619,4140335,2021-05-15,5.0
176181619,4140335,2021-05-16,5.0
176181619,4140335,2021-05-17,5.0
176181619,4140335,2021-05-18,5.0
209089944,1155125,2021-04-29,55.0
230904544,14591795,2021-04-23,28.0
230904544,14591795,2021-04-24,28.0
230904544,14591795,2021-04-25,28.0
230904544,14591795,2021-04-26,28.0
230904544,14591795,2021-04-27,28.0
230904544,14591795,2021-04-28,28.0
230904544,14591795,2021-04-29,28.0
230904544,14591795,2021-05-01,42.0
230904544,14591795,2021-05-02,44.0
230904544,14591795,2021-05-03,44.0
230904544,14591795,2021-05-04,51.0
230904544,14591795,2021-05-05,51.0
230904544,14591795,2021-05-06,51.0
230904544,14591795,2021-05-08,54.0
230904544,14591795,2021-05-09,54.0
230904544,14591795,2021-05-10,28.0
230904544,14591795,2021-05-11,28.0
230904544,14591795,2021-05-13,28.0
230904544,14591795,2021-05-14,28.0
230904544,14591795,2021-05-15,28.0
230904544,14591795,2021-05-16,28.0
230904544,14591795,2021-05-17,28.0
230904544,14591795,2021-05-18,28.0
231982921,1058786,2021-04-29,56.0
239920257,5243492,2021-04-29,496.0
241749115,1644940,2021-05-04,
245229672,19688088,2021-04-29,2882.0
267085215,19593133,2021-04-29,12.0
272128943,5728908,2021-04-29,184.0
275580115,18282027,2021-04-28,231.0
275580115,18282027,2021-04-29,231.0
275580115,18282027,2021-05-01,248.0
275580115,18282027,2021-05-04,460.0
275580115,18282027,2021-05-05,460.0
275580115,18282027,2021-05-06,471.0
275580115,18282027,2021-05-08,471.0
275580115,18282027,2021-05-09,458.0
275580115,18282027,2021-05-10,240.0
275580115,18282027,2021-05-11,240.0
275580115,18282027,2021-05-13,240.0
275580115,18282027,2021-05-14,240.0
275580115,18282027,2021-05-15,240.0
275580115,18282027,2021-05-16,240.0
275580115,18282027,2021-05-17,240.0
275580115,18282027,2021-05-18,240.0
276486626,18309730,2021-04-29,20.0
276559117,12930486,2021-04-29,5857.0
279293717,8960982,2021-04-29,75.0
285794624,21933540,2021-04-29,15.0
285794624,21933540,2021-05-01,15.0
285794624,21933540,2021-05-03,22.0
285794624,21933540,2021-05-04,22.0
285794624,21933540,2021-05-05,26.0
285794624,21933540,2021-05-06,26.0
285794624,21933540,2021-05-08,18.0
285794624,21933540,2021-05-09,18.0
285794624,21933540,2021-05-10,15.0
285794624,21933540,2021-05-11,15.0
285794624,21933540,2021-05-13,15.0
285794624,21933540,2021-05-14,15.0
285794624,21933540,2021-05-15,15.0
285794624,21933540,2021-05-16,15.0
285794624,21933540,2021-05-17,15.0
285794624,21933540,2021-05-18,15.0
295270781,9680576,2021-04-29,281.0
316121244,12415457,2021-04-29,227.0
346997325,27475286,2021-04-23,1247.0
346997325,27475286,2021-04-24,1247.0
346997325,27475286,2021-04-25,1251.0
346997325,27475286,2021-04-26,1258.0
346997325,27475286,2021-04-27,1273.0
346997325,27475286,2021-04-28,1279.0
346997325,27475286,2021-04-29,1282.0
346997325,27475286,2021-05-01,1830.0
346997325,27475286,2021-05-03,1830.0
346997325,27475286,2021-05-04,1532.0
346997325,27475286,2021-05-05,1373.0
346997325,27475286,2021-05-06,1502.0
346997325,27475286,2021-05-08,1541.0
346997325,27475286,2021-05-09,1541.0
346997325,27475286,2021-05-10,1325.0
346997325,27475286,2021-05-11,1329.0
346997325,27475286,2021-05-13,1336.0
346997325,27475286,2021-05-14,1338.0
346997325,27475286,2021-05-15,1339.0
346997325,27475286,2021-05-16,1342.0
346997325,27475286,2021-05-17,1342.0
346997325,27475286,2021-05-18,1346.0
365003266,392752,2021-04-29,4565.0
366779733,26890568,2021-04-28,140.0
366779733,26890568,2021-04-29,140.0
366779733,26890568,2021-05-01,192.0
366779733,26890568,2021-05-03,220.0
366779733,26890568,2021-05-04,220.0
366779733,26890568,2021-05-05,209.0
366779733,26890568,2021-05-06,202.0
366779733,26890568,2021-05-08,170.0
366779733,26890568,2021-05-09,149.0
366779733,26890568,2021-05-10,140.0
366779733,26890568,2021-05-11,140.0
366779733,26890568,2021-05-13,140.0
366779733,26890568,2021-05-14,140.0
366779733,26890568,2021-05-15,140.0
366779733,26890568,2021-05-16,140.0
366779733,26890568,2021-05-17,140.0
366779733,26890568,2021-05-18,140.0
369873601,28173323,2021-04-23,70.0
369873601,28173323,2021-04-24,70.0
369873601,28173323,2021-04-25,70.0
369873601,28173323,2021-04-26,70.0
369873601,28173323,2021-04-28,70.0
369873601,28173323,2021-04-29,70.0
369873601,28173323,2021-05-01,123.0
369873601,28173323,2021-05-03,136.0
369873601,28173323,2021-05-04,136.0
369873601,28173323,2021-05-05,130.0
